Date,Price,Open,High,Low,Vol.,Change %
27-05-2007,54.159,54.156,54.898,53.952,,0.01%
20-05-2007,54.1535,54.451,55.1185,53.976,,-0.53%
13-05-2007,54.441,55.129,55.665,54.235,,-1.25%
06-05-2007,55.1285,55.257,55.9215,54.934,,-0.21%
29-04-2007,55.2455,55.605,56.5765,55.108,,-0.82%
22-04-2007,55.7025,56.571,56.7985,55.089,,-1.47%
15-04-2007,56.532,57.5,57.73,56.324,,-1.54%
08-04-2007,57.419,57.032,57.903,56.886,,0.58%
01-04-2007,57.0905,57.638,57.9125,57.019,,-0.88%
25-03-2007,57.5955,57.63,58.4595,56.853,,-0.06%
18-03-2007,57.6305,58.528,58.7375,57.528,,-1.55%
11-03-2007,58.535,57.793,58.88,57.763,,1.24%
04-03-2007,57.82,58.225,58.721,57.648,,-0.65%
25-02-2007,58.1965,58.005,58.6475,57.921,,0.30%
18-02-2007,58.0245,57.715,58.2915,57.623,,0.65%
11-02-2007,57.6475,57.065,58.0075,56.946,,0.87%
04-02-2007,57.1505,57.011,57.5085,56.762,,0.19%
28-01-2007,57.042,57.037,57.586,56.889,,-0.03%
21-01-2007,57.057,57.223,57.758,56.796,,-0.34%
14-01-2007,57.2515,57.262,57.6695,56.906,,0.02%
07-01-2007,57.239,57.474,58.047,57.039,,-0.39%
31-12-2006,57.4605,58.208,58.9495,57.38,,-1.32%
24-12-2006,58.232,58.267,58.58,57.81,,-0.19%
17-12-2006,58.34,58.184,59.269,58.158,,0.22%
10-12-2006,58.2125,58.673,59.6475,58.078,,-0.94%
03-12-2006,58.7665,59.261,59.5995,58.709,,-0.88%
26-11-2006,59.29,58.725,59.441,58.369,,1.51%
19-11-2006,58.4105,57.341,58.6255,57.276,,1.82%
12-11-2006,57.3645,57.288,58.1995,57.203,,0.22%
05-11-2006,57.2375,56.921,57.6035,56.691,,0.53%
29-10-2006,56.9365,57.323,57.4525,56.76,,-0.81%
22-10-2006,57.4005,57.004,57.5245,56.615,,0.68%
15-10-2006,57.015,56.628,57.331,56.516,,0.50%
08-10-2006,56.7315,57.163,57.7135,56.589,,-0.89%
01-10-2006,57.243,58.054,58.702,57.123,,-1.35%
24-09-2006,58.025,58.535,58.843,57.87,,-0.83%
17-09-2006,58.513,58.053,59.028,58.026,,0.66%
10-09-2006,58.128,58.332,58.97,58.03,,-0.44%
03-09-2006,58.3825,59.57,59.8485,58.261,,-1.95%
27-08-2006,59.5465,59.219,59.8845,59.148,,0.56%
20-08-2006,59.216,59.487,60.052,59.141,,-0.48%
13-08-2006,59.5,59.047,59.871,58.9,,0.64%
06-08-2006,59.1195,59.819,60.0085,59.035,,-1.17%
30-07-2006,59.822,59.396,59.973,59.086,,0.73%
23-07-2006,59.3895,59.22,59.5065,58.672,,0.09%
16-07-2006,59.3335,58.347,59.3605,58.08,,1.51%
09-07-2006,58.45,58.721,59.07,58.352,,-0.50%
02-07-2006,58.7465,58.654,59.1525,58.291,,0.12%
25-06-2006,58.6755,57.522,58.7125,57.465,,1.92%
18-06-2006,57.571,57.784,58.342,57.367,,-0.37%
11-06-2006,57.7875,57.769,58.2175,57.391,,-0.22%
04-06-2006,57.916,59.029,59.529,57.698,,-1.87%
28-05-2006,59.0185,58.312,59.9925,58.25,,1.12%
21-05-2006,58.3645,57.858,58.8895,57.721,,0.71%
14-05-2006,57.9555,58.175,58.6245,56.748,,-0.31%
07-05-2006,58.1335,57.113,58.3285,56.73,,1.86%
30-04-2006,57.072,56.661,57.247,56.147,,0.59%
23-04-2006,56.74,55.727,56.763,55.263,,2.00%
16-04-2006,55.6255,54.525,55.8775,54.516,,2.07%
09-04-2006,54.495,53.893,55.006,53.776,,1.22%
02-04-2006,53.8365,53.905,54.9315,53.575,,-0.16%
26-03-2006,53.925,53.553,54.33,53.332,,0.68%
19-03-2006,53.56,53.91,54.196,53.078,,-0.76%
12-03-2006,53.971,52.791,54.2,52.764,,2.21%
05-03-2006,52.8055,53.228,53.5805,52.461,,-0.77%
26-02-2006,53.2135,52.577,53.4075,52.281,,1.18%
19-02-2006,52.595,52.838,53.243,52.532,,-0.52%
12-02-2006,52.8695,52.455,53.0365,52.275,,0.74%
05-02-2006,52.4805,53.05,53.2015,52.411,,-1.07%
29-01-2006,53.048,53.274,53.776,52.839,,-0.46%
22-01-2006,53.291,53.594,54.529,53.182,,-0.59%
15-01-2006,53.607,53.536,54.015,53.198,,0.17%
08-01-2006,53.5155,53.795,53.8875,52.806,,-0.61%
01-01-2006,53.8465,53.262,54.3675,53.15,,1.05%
25-12-2005,53.285,53.484,53.954,52.988,,-0.56%
18-12-2005,53.5835,54.418,54.5155,53.242,,-1.46%
11-12-2005,54.3775,54.318,55.2975,53.889,,-0.21%
04-12-2005,54.4945,53.963,54.7675,53.788,,0.84%
27-11-2005,54.0425,53.575,54.6075,53.351,,0.71%
20-11-2005,53.6615,53.807,54.2795,53.443,,-0.29%
13-11-2005,53.816,53.382,53.97,53.104,,0.75%
06-11-2005,53.4135,53.678,54.3155,53.241,,-0.61%
30-10-2005,53.7435,54.264,54.8075,53.626,,-1.11%
23-10-2005,54.345,53.769,54.917,53.564,,1.00%
16-10-2005,53.8095,54.087,54.4835,53.633,,-0.53%
09-10-2005,54.0945,53.727,54.3245,53.397,,0.61%
02-10-2005,53.764,52.808,54.022,52.313,,1.66%
25-09-2005,52.8885,52.765,53.1855,52.585,,0.12%
18-09-2005,52.823,53.311,53.816,52.764,,-1.54%
11-09-2005,53.651,54.267,54.37,53.412,,-1.28%
04-09-2005,54.345,54.899,55.149,54.082,,-1.10%
28-08-2005,54.9505,53.558,55.3055,53.45,,2.54%
21-08-2005,53.5895,52.925,53.9895,52.87,,1.26%
14-08-2005,52.9245,54.138,54.1815,52.773,,-2.18%
07-08-2005,54.1035,53.576,54.4545,53.487,,0.70%
31-07-2005,53.728,52.609,53.947,52.528,,1.98%
24-07-2005,52.686,52.37,52.834,51.835,,0.45%
17-07-2005,52.4525,52.255,53.1025,51.971,,0.18%
10-07-2005,52.3585,52.096,53.3475,51.981,,0.33%
03-07-2005,52.186,51.909,52.601,51.644,,0.21%
26-06-2005,52.075,52.575,53.082,51.875,,-1.06%
19-06-2005,52.6335,53.027,53.3175,52.167,,-1.57%
12-06-2005,53.4715,52.647,53.4845,52.27,,1.36%
05-06-2005,52.7535,53.239,53.7695,52.572,,-1.09%
29-05-2005,53.3365,54.514,54.6535,53.096,,-2.55%
22-05-2005,54.733,54.495,55.077,54.28,,0.23%
15-05-2005,54.609,54.788,55.153,54.327,,-0.36%
08-05-2005,54.8065,55.656,56.0525,54.622,,-1.75%
01-05-2005,55.783,55.787,56.53,55.493,,-0.22%
24-04-2005,55.9075,56.963,57.0985,55.773,,-2.00%
17-04-2005,57.0505,56.451,57.4085,56.182,,0.90%
10-04-2005,56.5395,56.349,56.8995,55.673,,0.04%
03-04-2005,56.5155,56.183,56.6865,55.843,,0.25%
27-03-2005,56.3755,56.532,57.0685,56.04,,-0.37%
20-03-2005,56.583,57.969,58.056,56.405,,-2.52%
13-03-2005,58.0465,58.542,58.6935,57.71,,-0.71%
06-03-2005,58.4645,57.687,58.7655,57.447,,1.19%
27-02-2005,57.777,57.744,58.043,57.042,,-0.03%
20-02-2005,57.797,57.041,58.012,56.989,,1.00%
13-02-2005,57.227,56.311,57.425,56.204,,1.60%
06-02-2005,56.3275,55.714,56.5355,55.218,,0.89%
30-01-2005,55.828,56.859,57.2,55.667,,-2.03%
23-01-2005,56.985,56.907,57.492,56.483,,0.02%
16-01-2005,56.974,57.059,57.402,56.482,,-0.31%
09-01-2005,57.1505,57.085,58.0255,56.907,,0.07%
02-01-2005,57.111,58.555,59.104,56.815,,-2.61%
26-12-2004,58.6425,59.023,59.7205,58.458,,-0.72%
19-12-2004,59.065,58.483,59.365,58.17,,1.33%
12-12-2004,58.2895,58.775,59.2425,57.767,,-1.12%
05-12-2004,58.948,59.244,59.354,57.93,,-0.57%
28-11-2004,59.287,59.6,59.884,58.256,,-0.76%
21-11-2004,59.743,58.679,60.016,58.348,,1.85%
14-11-2004,58.6595,58.435,58.9725,57.988,,0.32%
07-11-2004,58.472,58.49,58.708,57.91,,0.14%
31-10-2004,58.3925,58.006,58.5145,57.519,,0.74%
24-10-2004,57.961,58.067,58.65,57.514,,-0.05%
17-10-2004,57.992,57.107,58.005,56.992,,1.58%
10-10-2004,57.088,56.799,57.28,55.925,,0.52%
03-10-2004,56.793,56.845,56.918,56.067,,-0.24%
26-09-2004,56.929,56.255,57.213,56.174,,1.17%
19-09-2004,56.268,55.763,56.705,55.499,,0.61%
12-09-2004,55.9285,56.664,56.8655,55.452,,-1.31%
05-09-2004,56.6725,55.785,56.9335,55.59,,1.67%
29-08-2004,55.744,55.587,56.634,55.403,,0.25%
22-08-2004,55.603,56.9,56.996,55.502,,-2.32%
15-08-2004,56.924,57.174,57.473,56.674,,-0.47%
08-08-2004,57.19,56.823,57.265,56.285,,0.64%
01-08-2004,56.825,55.935,56.899,55.347,,1.96%
25-07-2004,55.7315,56.066,56.4155,55.45,,-0.45%
18-07-2004,55.983,56.95,57.501,55.876,,-1.82%
11-07-2004,57.0185,56.573,57.2325,56.303,,0.68%
04-07-2004,56.631,56.254,56.921,56.133,,0.54%
27-06-2004,56.3275,55.682,56.5215,55.438,,1.06%
20-06-2004,55.736,55.302,56.268,54.929,,0.75%
13-06-2004,55.3215,53.974,55.4295,53.847,,2.21%
06-06-2004,54.1245,55.443,55.7525,53.936,,-2.05%
30-05-2004,55.256,55.502,55.877,54.742,,-0.32%
23-05-2004,55.4355,54.196,55.9015,53.928,,2.17%
16-05-2004,54.259,54.15,55.189,53.71,,0.32%
09-05-2004,54.0845,53.022,54.4765,52.667,,2.01%
02-05-2004,53.017,53.285,54.456,52.918,,-0.50%
25-04-2004,53.284,51.966,53.458,51.681,,2.09%
18-04-2004,52.1955,52.676,53.0875,51.817,,-0.63%
11-04-2004,52.5265,52.646,52.8685,51.794,,-0.19%
04-04-2004,52.6285,52.933,53.3535,52.193,,-0.56%
28-03-2004,52.926,53.782,54.162,52.778,,-1.81%
21-03-2004,53.8995,55.475,55.8915,53.636,,-2.78%
14-03-2004,55.439,55.146,56.258,54.979,,0.23%
07-03-2004,55.311,56.009,56.406,55.004,,-1.40%
29-02-2004,56.0965,56.489,56.7595,54.505,,-0.66%
22-02-2004,56.4675,56.561,57.5805,55.933,,-0.46%
15-02-2004,56.7275,57.664,58.5625,56.426,,-1.46%
08-02-2004,57.5675,57.081,58.3745,57.045,,0.05%
01-02-2004,57.537,56.389,57.588,55.998,,1.92%
25-01-2004,56.452,56.931,57.456,55.913,,-1.19%
18-01-2004,57.133,56.053,58.003,55.995,,1.59%
11-01-2004,56.237,58.337,58.633,55.97,,-3.52%
04-01-2004,58.2915,57.361,58.4475,57.154,,1.49%
28-12-2003,57.4355,56.572,57.7605,56.438,,1.67%
21-12-2003,56.4945,56.296,56.8985,56.051,,0.44%
14-12-2003,56.2465,55.22,56.6755,55.17,,0.55%
07-12-2003,55.9395,55.41,56.0405,55.035,,0.91%
30-11-2003,55.436,54.745,55.533,54.479,,0.99%
23-11-2003,54.892,54.384,55.117,53.822,,0.79%
16-11-2003,54.463,53.398,54.751,53.286,,1.92%
09-11-2003,53.4345,52.095,53.6145,51.688,,2.26%
02-11-2003,52.2535,52.464,52.6725,51.37,,-0.47%
26-10-2003,52.499,53.332,53.499,52.338,,-1.73%
19-10-2003,53.424,53.083,53.729,52.518,,0.92%
12-10-2003,52.9345,53.58,53.7355,52.223,,-1.14%
05-10-2003,53.5435,52.44,53.8195,52.322,,2.02%
28-09-2003,52.482,52.42,53.63,52.196,,0.04%
21-09-2003,52.459,52.567,52.934,52.233,,0.44%
14-09-2003,52.2275,51.499,52.2555,50.928,,1.11%
07-09-2003,51.6565,50.671,51.8215,50.499,,1.44%
31-08-2003,50.9225,50.285,51.0735,49.35,,1.13%
24-08-2003,50.3545,49.765,50.4415,49.464,,0.93%
17-08-2003,49.89,51.679,51.772,49.533,,-3.49%
10-08-2003,51.6955,51.98,52.3265,51.417,,-0.60%
03-08-2003,52.0055,52.355,52.6585,51.888,,-0.08%
27-07-2003,52.046,53.009,53.262,51.396,,-1.96%
20-07-2003,53.0875,52.025,53.2305,52.001,,1.96%
13-07-2003,52.0675,52.033,52.4125,51.139,,0.17%
06-07-2003,51.9815,53.168,53.2615,51.842,,-2.31%
29-06-2003,53.2125,52.907,53.9305,52.828,,0.17%
22-06-2003,53.121,53.847,54.117,52.768,,-1.56%
15-06-2003,53.9635,55.452,55.7015,53.664,,-2.49%
08-06-2003,55.339,54.885,55.418,54.459,,1.00%
01-06-2003,54.791,55.007,55.718,54.37,,-1.15%
25-05-2003,55.4275,55.338,56.0095,54.875,,0.01%
18-05-2003,55.423,54.966,55.454,54.399,,1.58%
11-05-2003,54.5635,54.4,54.8865,53.459,,0.74%
04-05-2003,54.1615,53.134,54.4955,52.954,,1.94%
27-04-2003,53.13,52.158,53.433,51.666,,1.76%
20-04-2003,52.213,51.459,52.307,51.152,,1.54%
13-04-2003,51.4235,50.921,51.9785,50.684,,1.09%
06-04-2003,50.868,50.488,51.292,50.024,,0.04%
30-03-2003,50.847,51.222,52.028,50.553,,-0.70%
23-03-2003,51.205,50.549,51.314,50.179,,2.12%
16-03-2003,50.1405,51.282,51.7365,49.928,,-1.96%
09-03-2003,51.1425,52.428,52.8345,50.832,,-2.49%
02-03-2003,52.451,51.246,52.778,51.232,,2.02%
23-02-2003,51.412,51.046,51.723,51.003,,0.30%
16-02-2003,51.256,51.427,51.79,50.813,,-0.70%
09-02-2003,51.617,51.501,51.994,50.793,,0.04%
02-02-2003,51.596,51.44,52.283,51.012,,0.23%
26-01-2003,51.4755,51.796,52.3085,51.144,,-0.66%
19-01-2003,51.8165,51.065,51.9555,50.905,,1.36%
12-01-2003,51.1225,50.664,51.1835,50.316,,0.81%
05-01-2003,50.7115,49.982,50.7645,49.61,,1.43%
29-12-2002,49.995,49.946,50.437,49.542,,-0.13%
22-12-2002,50.0605,49.234,50.0935,48.956,,1.59%
15-12-2002,49.278,49.302,49.782,48.98,,0.02%
08-12-2002,49.2695,48.612,49.4835,48.369,,1.24%
01-12-2002,48.667,47.98,48.816,47.516,,1.29%
24-11-2002,48.047,47.952,48.105,47.549,,0.02%
17-11-2002,48.0375,48.574,48.8705,47.908,,-1.22%
10-11-2002,48.633,48.778,49.135,48.174,,-0.48%
03-11-2002,48.867,48.127,48.978,47.913,,1.47%
27-10-2002,48.158,47.219,48.336,46.981,,2.05%
20-10-2002,47.192,46.977,47.456,46.817,,0.35%
13-10-2002,47.028,47.662,47.859,46.841,,-1.43%
06-10-2002,47.711,47.252,48.056,47.136,,0.80%
29-09-2002,47.3345,47.373,47.9255,47.203,,-0.15%
22-09-2002,47.4045,47.422,47.7905,47.001,,-0.32%
15-09-2002,47.5555,46.967,47.8725,46.48,,1.12%
08-09-2002,47.028,47.564,47.7851,46.904,,-1.25%
01-09-2002,47.6225,47.515,48.4995,47.408,,0.05%
25-08-2002,47.6,47.123,47.949,46.929,,0.92%
18-08-2002,47.166,47.812,48.007,46.808,,-1.31%
11-08-2002,47.7925,47.137,48.1505,47.064,,1.33%
04-08-2002,47.166,48.018,48.1,46.777,,-1.76%
28-07-2002,48.0125,48.008,48.3215,47.264,,0.04%
21-07-2002,47.9935,49.286,49.4465,47.847,,-2.57%
14-07-2002,49.26,48.271,49.798,48.262,,2.02%
07-07-2002,48.287,47.473,48.695,47.439,,1.75%
30-06-2002,47.458,48.376,48.803,47.297,,-2.04%
23-06-2002,48.445,47.36,48.902,47.131,,2.06%
16-06-2002,47.467,46.17,47.565,46.014,,2.43%
09-06-2002,46.34,46.15,46.663,45.94,,0.26%
02-06-2002,46.2215,45.655,46.5665,45.52,,0.96%
26-05-2002,45.78,45.036,46.161,44.89,,1.58%
19-05-2002,45.0675,45.104,45.5165,44.787,,-0.07%
12-05-2002,45.1,44.738,45.174,43.989,,0.77%
05-05-2002,44.756,44.866,45.045,44.12,,-0.29%
28-04-2002,44.8875,44.06,44.9365,43.924,,1.71%
21-04-2002,44.1315,43.48,44.1615,43.296,,1.21%
14-04-2002,43.604,42.94,43.695,42.909,,1.37%
07-04-2002,43.016,42.838,43.251,42.608,,0.28%
31-03-2002,42.897,42.439,43.296,42.439,,0.88%
24-03-2002,42.524,42.632,42.88,42.371,,-0.54%
17-03-2002,42.7535,42.929,43.2455,42.569,,-0.47%
10-03-2002,42.9575,42.5,43.1865,42.339,,0.92%
03-03-2002,42.5675,42.071,43.0645,41.977,,1.02%
24-02-2002,42.1365,42.569,42.8115,41.897,,-1.25%
17-02-2002,42.672,42.471,42.793,42.11,,0.41%
10-02-2002,42.4995,42.248,42.8845,42.184,,0.03%
03-02-2002,42.4885,41.81,42.6525,41.724,,1.59%
27-01-2002,41.824,41.753,42.167,41.353,,-0.06%
20-01-2002,41.849,42.562,42.96,41.561,,-1.82%
13-01-2002,42.624,43.221,43.371,42.366,,-1.30%
06-01-2002,43.1855,43.116,43.4505,42.733,,0.03%
30-12-2001,43.1705,42.594,43.7525,42.522,,1.27%
23-12-2001,42.63,42.402,42.763,41.699,,0.42%
16-12-2001,42.451,43.21,43.43,42.278,,-1.66%
09-12-2001,43.1675,42.595,43.2995,42.21,,1.51%
02-12-2001,42.527,42.937,43.034,42.3,,-1.03%
25-11-2001,42.9715,42.082,43.0625,42.035,,1.85%
18-11-2001,42.19,42.37,42.619,41.918,,-0.55%
11-11-2001,42.4215,42.896,43.2795,42.095,,-1.17%
04-11-2001,42.924,43.218,43.46,42.663,,-0.87%
28-10-2001,43.3015,42.844,43.7845,42.818,,1.05%
21-10-2001,42.8495,43.091,43.2945,42.519,,-0.78%
14-10-2001,43.186,43.761,43.919,43,,-1.34%
07-10-2001,43.7725,44.064,44.5505,43.114,,-0.72%
30-09-2001,44.09,43.553,44.346,43.32,,1.07%
23-09-2001,43.6225,43.82,44.2965,43.398,,-0.73%
16-09-2001,43.9425,44.134,45.2355,43.575,,-0.16%
09-09-2001,44.0145,42.736,44.2335,42.362,,2.72%
02-09-2001,42.8475,42.829,42.9545,41.586,,-0.34%
26-08-2001,42.9945,42.98,43.4165,42.476,,-0.29%
19-08-2001,43.1175,43.187,43.5705,42.692,,-0.31%
12-08-2001,43.2535,42.034,43.4145,41.977,,2.75%
05-08-2001,42.0945,41.611,42.2525,41.144,,1.01%
29-07-2001,41.673,41.246,41.833,41.044,,0.73%
22-07-2001,41.3725,40.913,41.6625,40.684,,0.80%
15-07-2001,41.046,40.227,41.471,39.995,,1.80%
08-07-2001,40.3195,39.882,40.7835,39.768,,0.93%
01-07-2001,39.9485,39.96,40.1085,39.292,,-0.09%
24-06-2001,39.984,40.209,40.75,39.578,,-0.74%
17-06-2001,40.282,40.561,40.669,39.827,,-0.51%
10-06-2001,40.4885,39.757,40.8085,39.392,,1.36%
03-06-2001,39.945,39.72,40.322,39.504,,0.26%
27-05-2001,39.8395,40.351,40.4875,39.569,,-1.51%
20-05-2001,40.4485,41.24,41.4565,39.907,,-2.21%
13-05-2001,41.3645,41.021,41.7365,40.856,,0.84%
06-05-2001,41.019,41.787,41.853,40.86,,-1.76%
29-04-2001,41.754,41.767,42.142,41.4,,-0.08%
22-04-2001,41.7865,42.154,42.5265,41.568,,-1.05%
15-04-2001,42.2295,41.573,42.3745,40.688,,1.50%
08-04-2001,41.606,42.007,42.174,40.957,,-1.18%
01-04-2001,42.102,40.755,42.375,40.733,,2.64%
25-03-2001,41.0185,41.534,42.0105,40.739,,-1.19%
18-03-2001,41.511,41.859,42.697,41.187,,-0.89%
11-03-2001,41.884,43.338,43.517,41.561,,-3.53%
04-03-2001,43.415,43.529,43.675,42.74,,-0.23%
25-02-2001,43.513,42.677,43.718,42.267,,1.76%
18-02-2001,42.7625,42.436,43.0975,41.919,,0.65%
11-02-2001,42.4845,42.971,43.4145,41.971,,-1.12%
04-02-2001,42.964,43.333,43.855,42.354,,-1.08%
28-01-2001,43.435,42.966,43.876,42.41,,1.12%
21-01-2001,42.9545,43.249,43.8495,42.302,,-0.85%
14-01-2001,43.3215,44.264,44.3915,43.073,,-2.21%
07-01-2001,44.299,44.672,44.846,43.59,,-0.97%
31-12-2000,44.732,43.968,44.906,43.198,,1.68%
24-12-2000,43.9915,43.072,44.0055,42.885,,1.97%
17-12-2000,43.1415,41.804,43.3205,41.371,,3.08%
10-12-2000,41.8525,41.225,42.1425,40.724,,1.06%
03-12-2000,41.415,41.114,42.038,40.951,,0.60%
26-11-2000,41.1695,39.283,41.2345,39.251,,4.91%
19-11-2000,39.2445,39.679,40.0045,39.125,,-1.23%
12-11-2000,39.734,40.251,40.586,39.59,,-1.19%
05-11-2000,40.211,40.384,40.748,39.678,,-0.46%
29-10-2000,40.3985,39.202,41.0835,39.072,,2.88%
22-10-2000,39.2685,38.948,39.4875,38.287,,0.58%
15-10-2000,39.043,39.563,39.759,38.511,,-1.67%
08-10-2000,39.708,39.969,40.654,39.484,,-0.91%
01-10-2000,40.0745,40.576,40.9065,39.855,,-1.40%
24-09-2000,40.642,40.457,41.04,40.013,,0.67%
17-09-2000,40.373,38.978,41.731,38.847,,3.31%
10-09-2000,39.08,39.36,39.988,38.955,,-1.17%
03-09-2000,39.5425,41.152,41.4135,39.323,,-4.04%
27-08-2000,41.2085,41.33,41.5545,40.394,,-0.45%
20-08-2000,41.393,41.309,41.64,40.643,,-0.33%
13-08-2000,41.531,41.34,42.213,41.062,,0.40%
06-08-2000,41.367,41.087,42.016,40.804,,0.38%
30-07-2000,41.2115,41.401,41.9335,40.684,,-0.56%
23-07-2000,41.445,41.839,42.485,41.31,,-1.05%
16-07-2000,41.8845,41.9,42.2555,41.056,,-0.15%
09-07-2000,41.9465,42.309,42.8135,41.564,,-1.08%
02-07-2000,42.403,42.506,43.007,42.211,,-0.30%
25-06-2000,42.5315,41.755,42.9485,41.482,,1.72%
18-06-2000,41.8135,43.035,43.4845,41.619,,-3.11%
11-06-2000,43.1575,42.587,43.2675,42.406,,1.17%
04-06-2000,42.658,42.158,43.377,41.948,,1.07%
28-05-2000,42.205,41.203,42.397,41.008,,2.33%
21-05-2000,41.243,39.382,41.478,39.34,,4.66%
14-05-2000,39.4055,40.232,40.4955,38.884,,-2.64%
07-05-2000,40.4755,39.092,40.4845,38.812,,3.40%
30-04-2000,39.1455,39.791,40.0845,38.604,,-1.69%
23-04-2000,39.8195,40.901,41.2965,39.407,,-2.72%
16-04-2000,40.933,42.02,42.288,40.775,,-2.58%
09-04-2000,42.017,41.579,42.13,41.427,,0.86%
02-04-2000,41.6575,41.672,42.5665,41.42,,-0.15%
26-03-2000,41.7185,42.495,42.7305,41.24,,-2.04%
19-03-2000,42.586,42.352,42.608,41.647,,0.50%
12-03-2000,42.375,41.932,42.516,41.764,,0.98%
05-03-2000,41.963,41.695,42.305,41.429,,0.29%
27-02-2000,41.841,42.493,43.081,40.956,,-1.63%
20-02-2000,42.5345,42.924,44.0575,42.352,,-1.23%
13-02-2000,43.064,43.004,43.466,42.535,,0.07%
06-02-2000,43.034,42.881,43.505,42.499,,0.42%
30-01-2000,42.852,42.628,43.409,42.104,,0.76%
23-01-2000,42.5275,43.611,44.0555,42.387,,-3.26%
16-01-2000,43.9585,44.044,44.4535,43.7,,-0.27%
09-01-2000,44.0765,44.688,45.1775,43.924,,-1.51%
02-01-2000,44.7525,43.692,45.3785,43.628,,2.11%
26-12-1999,43.826,44.035,44.214,43.443,,-0.50%
19-12-1999,44.0475,43.813,44.3215,43.64,,0.47%
12-12-1999,43.8395,44.032,44.6365,43.475,,-0.44%
05-12-1999,44.0335,43.408,44.8115,43.309,,1.28%
28-11-1999,43.475,43.993,44.349,43.274,,-1.51%
21-11-1999,44.143,44.666,44.905,43.712,,-1.31%
14-11-1999,44.7275,44.748,45.4055,44.329,,-0.07%
07-11-1999,44.759,45.223,45.495,44.599,,-0.93%
31-10-1999,45.177,45.736,46.047,44.798,,-1.38%
24-10-1999,45.8105,46.373,46.5585,45.248,,-1.30%
17-10-1999,46.412,47.319,47.444,46.115,,-1.97%
10-10-1999,47.343,46.007,47.474,45.953,,2.46%
03-10-1999,46.205,46.661,47.064,45.951,,-1.22%
26-09-1999,46.778,45.386,47.046,45.186,,2.96%
19-09-1999,45.434,45.311,46.019,44.959,,0.11%
12-09-1999,45.383,44.984,45.677,44.68,,0.69%
05-09-1999,45.0725,45.988,46.3705,44.958,,-2.33%
29-08-1999,46.1485,45.513,46.7395,45.285,,1.42%
22-08-1999,45.502,46.451,46.529,45.205,,-2.13%
15-08-1999,46.492,45.905,46.59,45.415,,1.34%
08-08-1999,45.875,46.6,46.775,45.766,,-1.74%
01-08-1999,46.689,46.244,47.047,46.011,,0.59%
25-07-1999,46.417,45.44,46.62,45.435,,2.07%
18-07-1999,45.4775,43.966,45.7265,43.718,,3.05%
11-07-1999,44.1325,44.08,44.4125,43.672,,-0.08%
04-07-1999,44.166,44.412,44.528,43.946,,-0.66%
27-06-1999,44.4585,45.059,45.3245,44.178,,-1.66%
20-06-1999,45.207,44.784,45.544,44.315,,0.80%
13-06-1999,44.849,45.235,45.331,44.238,,-0.95%
06-06-1999,45.279,44.463,45.464,44.081,,1.64%
30-05-1999,44.549,44.852,44.935,44.016,,-0.78%
23-05-1999,44.899,45.087,45.706,44.542,,-0.77%
16-05-1999,45.248,45.569,45.817,44.962,,-0.76%
09-05-1999,45.593,45.742,46.355,45.253,,-0.79%
02-05-1999,45.9575,45.234,46.3455,44.983,,1.56%
25-04-1999,45.25,45.349,45.866,45.035,,-0.31%
18-04-1999,45.3895,45.463,46.1575,45.083,,-0.76%
11-04-1999,45.738,46.13,46.518,45.429,,-0.87%
04-04-1999,46.1405,45.513,46.4735,45.253,,0.99%
28-03-1999,45.6875,45.439,45.9725,45.185,,0.05%
21-03-1999,45.6625,46.18,46.5485,45.303,,-1.19%
14-03-1999,46.2135,46.215,47.0325,45.834,,-0.23%
07-03-1999,46.3215,45.959,46.9655,45.745,,0.58%
28-02-1999,46.0545,46.706,46.9765,45.782,,-2.13%
21-02-1999,47.055,46.937,47.251,46.347,,0.16%
14-02-1999,46.978,47.906,47.998,46.819,,-2.22%
07-02-1999,48.0465,47.762,48.3035,47.546,,0.49%
31-01-1999,47.8115,48.281,48.4945,47.687,,-0.99%
24-01-1999,48.292,49.099,49.412,48.106,,-1.90%
17-01-1999,49.2255,49.036,49.5295,48.966,,0.34%
10-01-1999,49.0575,49.151,50.0965,48.563,,-0.28%
03-01-1999,49.194,49.778,50.746,48.953,,-1.19%
27-12-1998,49.7875,49.72,49.7875,49.72,,0.24%
20-12-1998,49.667,49.598,49.667,49.598,,-1.05%
13-12-1998,50.1965,50.057,50.1965,50.057,,-0.94%
06-12-1998,50.672,50.591,50.672,50.591,,1.67%
29-11-1998,49.84,49.76,49.84,49.76,,1.96%
22-11-1998,48.8815,48.807,48.8815,48.807,,-0.76%
15-11-1998,49.256,49.177,49.256,49.177,,-0.39%
08-11-1998,49.4495,49.399,49.4495,49.399,,-0.47%
01-11-1998,49.6815,49.602,49.6815,49.602,,-1.37%
25-10-1998,50.3715,50.261,50.3715,50.261,,-0.89%
18-10-1998,50.8235,50.742,50.8235,50.742,,-1.25%
11-10-1998,51.466,51.384,51.466,51.384,,0.43%
04-10-1998,51.2465,51.104,51.2465,51.104,,1.17%
27-09-1998,50.656,50.545,50.656,50.545,,1.72%
20-09-1998,49.8015,49.663,49.8015,49.663,,0.80%
13-09-1998,49.4085,49.277,49.4085,49.277,,0.33%
06-09-1998,49.245,49.108,49.245,49.108,,1.81%
30-08-1998,48.369,48.177,48.369,48.177,,1.74%
23-08-1998,47.544,47.439,47.544,47.439,,1.61%
